num_task,cpu-allocated,memory-allocated,resolution,time-elapsed,task-clock(ms),context-switches,cpu-migrations,page-faults,avg-fps,avg-q,avg-bitrate(kbits/s),avg-process-CPU(%),avg-process-Memory(MB),avg-system-CPU(%),avg-system-Memory(%),frame_generated
28,10,13109280768,720,175.88,62800.79,117045.00,3136.79,37585.00,20.04,23.91,0.00,35.72,330.72,98.94,70.51,3520.8262621229183
28,10,13109280768,720,173.84,61919.69,119866.46,3210.43,33959.25,19.98,23.94,0.00,35.69,330.39,98.94,70.43,3498.4395271501808
28,10,13109280768,720,172.43,61523.00,115977.50,3082.50,29797.82,20.26,23.92,0.00,35.72,330.18,98.94,70.40,3514.251801788181
29,10,13109280768,720,180.83,62501.63,118828.97,3134.72,28143.38,19.36,23.92,0.00,34.62,331.37,99.21,72.87,3514.5567104938755
29,10,13109280768,720,179.43,61772.81,118648.38,3195.48,31178.00,19.14,23.93,0.00,34.51,330.67,99.00,72.86,3480.474009501848
29,10,13109280768,720,180.08,61689.09,119030.38,3111.62,32141.45,19.65,23.94,0.00,34.56,330.00,99.19,72.58,3534.0509958569564
30,10,13109280768,720,187.01,62020.60,118715.90,3154.63,30073.27,18.27,23.92,0.00,33.44,330.74,99.15,75.04,3469.9337125169677
30,10,13109280768,720,187.95,62651.19,118760.40,3114.93,31795.13,18.60,23.91,0.00,33.43,331.70,99.23,75.25,3512.2221430172663
30,10,13109280768,720,188.66,62642.37,118965.13,3070.47,34538.00,18.67,23.93,0.00,33.30,331.15,99.27,75.28,3524.8799012272666
31,10,13109280768,720,193.95,62114.27,117960.16,3013.97,29786.13,17.80,23.92,0.00,32.26,331.67,99.19,77.65,3490.568900332428
31,10,13109280768,720,192.23,62191.66,118407.71,3084.65,28959.68,17.92,23.95,0.00,32.40,330.18,99.19,77.27,3494.729728360596
31,10,13109280768,720,189.93,61183.12,118184.19,3101.45,34474.45,18.38,23.92,0.00,32.27,330.06,99.09,77.26,3513.984167749774
32,10,13109280768,720,200.56,62896.26,117151.12,3080.69,29405.03,17.53,23.91,0.00,31.39,331.71,99.24,79.89,3515.293146914024
32,10,13109280768,720,200.99,63081.80,114671.97,2944.44,31317.78,17.55,23.93,0.00,31.45,331.89,99.28,79.84,3519.762082021404
32,10,13109280768,720,201.88,62379.03,117436.09,3035.34,26731.22,17.51,23.94,0.00,31.32,331.59,99.21,79.87,3535.9636581943314
33,10,13109280768,720,204.27,61655.31,117102.70,3020.82,38324.64,16.52,23.94,0.00,30.40,330.20,99.23,81.89,3455.305679492088
33,10,13109280768,720,203.90,61908.85,117449.88,3044.76,29135.76,17.22,23.94,0.00,30.41,331.13,99.21,82.07,3515.1404107195895
33,10,13109280768,720,205.37,62437.26,117299.36,2982.18,32350.21,17.25,23.94,0.00,30.48,331.42,99.22,82.12,3532.5695709086476
25,10,13109280768,1080,190.51,87156.80,116937.64,2831.76,51379.76,13.62,23.29,0.00,45.76,540.83,98.05,95.55,3029.498600279347
25,10,13109280768,1080,485.04,109079.70,239132.92,5431.76,175001.84,11.66,23.05,0.00,44.98,539.69,94.94,95.96,3174.550512318803
25,10,13109280768,1080,290.42,94699.21,163937.36,3882.20,94057.40,12.66,23.19,0.00,46.80,536.71,93.52,95.69,3177.8141551816802
26,10,13109280768,1080,185.52,84819.05,113075.81,2695.04,42942.23,11.98,22.64,0.00,45.01,532.30,93.58,95.28,2805.65966650408
26,10,13109280768,1080,196.35,87287.05,117573.27,2811.77,47403.50,11.85,22.60,0.00,44.85,529.01,92.67,94.58,2873.930036140501
26,10,13109280768,1080,187.11,84713.04,114121.77,2697.42,44831.54,11.83,22.62,0.00,43.25,527.15,91.95,95.08,2796.478913698468
36,15,13107949568,480,112.73,46118.28,118427.31,6597.39,46788.58,29.17,23.72,0.00,41.00,256.59,97.81,67.43,3406.5930871407604
36,15,13107949568,480,111.48,45829.55,118494.78,6679.36,30840.78,30.51,23.79,0.00,41.25,259.53,97.95,68.09,3452.1701172593425
36,15,13107949568,480,111.26,45310.28,118160.81,6655.58,30980.81,31.57,23.81,0.00,41.25,259.13,97.83,67.97,3522.1663217975492
37,15,13107949568,480,114.11,45269.08,115380.32,6192.57,35649.38,29.66,23.78,0.00,40.29,259.04,98.02,69.64,3448.2560634218225
37,15,13107949568,480,114.95,46018.08,118132.65,6508.68,33272.62,30.01,23.79,0.00,40.16,259.18,98.06,69.80,3474.6480840267377
37,15,13107949568,480,115.04,46007.68,118118.68,6326.05,33175.46,30.16,23.79,0.00,40.20,259.83,98.14,69.91,3490.075427752854
38,15,13107949568,480,115.83,45169.99,118292.11,6429.68,32546.26,29.51,23.80,0.00,39.18,258.85,98.15,71.35,3469.6112350598983
38,15,13107949568,480,121.48,47295.47,126185.08,5779.11,31634.97,28.76,23.79,0.00,39.06,259.85,97.70,71.53,3514.4600399627648
38,15,13107949568,480,120.71,46807.95,125959.97,5748.39,32974.87,28.94,23.78,0.00,38.97,259.04,97.55,71.42,3505.884172566906
40,15,13107949568,480,126.41,46579.10,125419.98,5622.27,29826.12,27.25,23.80,0.00,37.05,259.28,97.72,74.95,3487.333698323278
40,15,13107949568,480,127.04,46849.54,125343.10,5653.95,32505.10,27.21,23.81,0.00,37.07,259.37,97.93,74.96,3493.3036367356144
40,15,13107949568,480,127.65,47214.83,125162.32,5545.45,27398.00,26.78,23.79,0.00,37.18,259.93,97.77,75.02,3471.5690913025414
41,15,13107949568,480,130.06,46852.72,124884.76,5566.90,30244.76,26.58,23.83,0.00,36.20,259.13,97.80,76.64,3489.09687106102
41,15,13107949568,480,131.23,46845.34,124507.49,5446.10,31882.73,26.43,23.81,0.00,36.17,259.73,97.88,76.91,3500.5611523376756
41,15,13107949568,480,125.41,45199.30,119068.56,5936.46,30198.63,27.24,23.80,0.00,36.21,258.92,98.22,77.50,3467.629982749103
42,15,13107949568,480,128.50,45445.71,117596.95,5707.83,34809.57,27.24,23.82,0.00,35.49,259.03,98.44,78.95,3515.3053919681074
42,15,13107949568,480,128.78,45677.22,115331.07,5727.67,27678.55,27.02,23.80,0.00,35.61,259.72,98.43,78.71,3500.643069586993
42,15,13107949568,480,127.03,44954.66,117662.74,5906.33,32656.76,27.44,23.81,0.00,35.53,258.80,98.42,78.61,3511.6800570552045
43,15,13107949568,480,132.07,45638.83,117210.07,5612.16,33303.88,26.73,23.81,0.00,34.70,259.50,98.54,80.50,3528.1699177941937
43,15,13107949568,480,131.90,45484.10,117223.58,5597.42,27962.93,26.43,23.81,0.00,34.84,259.60,98.68,80.34,3510.553342020702
43,15,13107949568,480,131.45,45593.54,116982.93,5642.60,33571.33,26.26,23.81,0.00,34.78,259.43,98.49,80.39,3491.0469036218465
44,15,13107949568,480,134.43,45596.40,117342.20,5502.84,25328.48,25.95,23.81,0.00,34.07,259.32,98.67,82.07,3505.7675185671364
44,15,13107949568,480,139.36,46920.79,124474.18,5093.84,34982.95,24.74,23.80,0.00,33.81,259.40,97.96,82.09,3485.0580843396933
44,15,13107949568,480,138.38,46601.59,124473.57,5157.50,31583.23,24.81,23.81,0.00,33.83,259.45,98.08,82.06,3479.2137782465184
45,15,13107949568,480,141.12,46539.14,123908.76,5116.29,27971.09,24.80,23.82,0.00,33.12,259.19,98.31,83.80,3513.811808230285
45,15,13107949568,480,142.19,46962.91,123987.56,5086.44,28241.91,24.29,23.83,0.00,33.20,259.24,98.29,83.68,3485.616659256616
45,15,13107949568,480,141.29,46485.74,123862.47,5085.38,28200.93,24.74,23.81,0.00,33.03,259.42,98.26,83.95,3512.371147398936
28,15,13107949568,720,128.96,68108.70,166366.82,5008.36,40592.57,26.91,23.77,0.00,53.10,423.09,98.12,89.39,3495.3845703521847
28,15,13107949568,720,134.68,71499.10,166121.64,5016.32,45128.64,25.83,23.79,0.00,53.29,425.43,98.40,90.07,3495.597030540786
28,15,13107949568,720,128.16,68036.05,166856.93,5175.82,50343.54,26.68,23.77,0.00,53.23,422.62,98.29,89.36,3471.783310686767
29,15,13107949568,720,133.29,68060.30,165853.66,4807.90,42339.07,26.60,23.80,0.00,51.28,421.85,98.44,92.32,3544.930130955525
29,15,13107949568,720,134.42,68872.51,164756.48,4881.00,39768.38,25.78,23.82,0.00,51.49,421.36,98.56,92.62,3494.6949324407124
29,15,13107949568,720,133.67,68355.44,165325.93,4949.24,55098.17,26.20,23.79,0.00,51.31,422.22,98.44,92.50,3508.4629471758135
30,15,13107949568,720,139.71,69130.94,166076.70,4829.50,48011.30,25.09,23.78,0.00,49.72,406.17,98.67,95.25,3514.597004519155
30,15,13107949568,720,139.21,68930.93,166356.47,4855.17,51628.57,25.00,23.78,0.00,49.64,406.54,98.44,95.18,3495.49963661788
30,15,13107949568,720,141.13,69782.58,166057.57,4778.20,54188.23,24.84,23.79,0.00,49.68,405.57,98.46,95.76,3515.303084848744
31,15,13107949568,720,143.01,68437.44,166954.87,4709.13,52248.87,24.40,23.78,0.00,48.06,391.93,98.43,97.96,3493.923844130359
31,15,13107949568,720,149.53,69900.12,174903.16,4813.06,58661.48,24.63,23.80,0.00,48.30,391.92,98.32,97.98,3599.379529723822
31,15,13107949568,720,152.99,70625.31,173219.84,4951.26,58783.58,24.03,23.79,0.00,48.62,391.58,98.10,97.85,3587.4003233059216
32,15,13107949568,720,152.14,68745.94,173494.41,4976.72,63177.22,18.57,23.79,0.00,48.28,383.05,98.07,98.06,3186.015148178655
32,15,13107949568,720,179.74,71233.46,185045.88,6643.50,82256.47,13.79,23.79,0.00,48.89,382.69,97.83,97.74,2985.119925367464
32,15,13107949568,720,206.11,76201.35,200356.50,7091.19,101262.31,19.12,23.78,0.00,49.66,383.93,97.27,97.87,3499.683263921347
33,15,13107949568,720,171.09,69279.26,177849.70,6067.97,79457.61,11.70,23.60,0.00,48.12,381.92,97.41,97.33,2683.064458506573
33,15,13107949568,720,169.53,71451.96,180039.61,5447.39,83749.85,18.00,23.52,0.00,48.38,382.14,96.61,97.56,3276.783906512323
33,15,13107949568,720,147.69,67013.56,165643.30,4972.48,61975.06,19.07,23.55,0.00,48.03,380.79,96.68,97.48,3166.311700655998
34,15,13107949568,720,161.42,66227.36,170894.00,5548.44,74298.44,13.32,23.02,0.00,48.40,378.24,96.01,96.83,2781.3113861206148
34,15,13107949568,720,150.91,65583.65,163423.06,5041.15,66990.18,13.50,23.30,0.00,47.58,377.09,95.66,96.92,2707.3355179796704
34,15,13107949568,720,170.67,68740.91,173029.47,5480.68,75632.15,12.06,23.26,0.00,49.04,378.71,95.78,96.92,2721.654298651996
35,15,13107949568,720,213.98,73681.31,190708.51,8095.46,104832.83,11.42,23.06,0.00,50.14,378.54,94.16,96.30,2953.6805027319383
35,15,13107949568,720,159.94,65236.91,170710.83,5286.09,80443.66,11.98,22.98,0.00,47.81,376.99,95.83,96.50,2625.5942758797964
35,15,13107949568,720,196.26,71308.91,183503.80,7639.31,91865.51,9.11,22.93,0.00,48.99,378.00,94.98,96.69,2534.843523204485
18,15,13107949568,1080,123.97,99390.23,167742.83,3662.50,74787.17,12.78,23.03,0.00,94.66,719.57,94.45,93.49,2383.243416697757
18,15,13107949568,1080,179.60,111281.13,201197.06,5884.89,102110.17,6.58,23.26,0.00,95.32,718.89,93.10,93.48,2057.4739077242607
18,15,13107949568,1080,115.45,97381.60,160937.56,3732.72,63224.83,15.03,22.86,0.00,89.95,714.72,93.99,93.49,2493.809764396042
19,15,13107949568,1080,115.87,94778.72,156496.00,3476.84,68348.58,12.61,22.56,0.00,93.49,700.36,90.99,92.51,2288.2210250166895
19,15,13107949568,1080,208.17,105034.43,203070.95,4731.37,118236.37,4.16,22.69,0.00,91.47,709.69,91.85,92.94,1761.597635486218
19,15,13107949568,1080,100.73,93145.16,148931.42,3304.63,61181.84,21.17,22.19,0.00,93.11,714.53,92.40,92.71,2751.4288259828418
20,15,13107949568,1080,106.19,91284.98,147395.00,3304.45,64812.25,14.12,22.05,0.00,89.83,695.14,91.34,92.03,2315.783328917988
20,15,13107949568,1080,285.22,115151.70,240401.55,5844.65,167314.40,2.52,22.45,0.00,92.45,711.54,89.62,92.50,1598.4129389871
20,15,13107949568,1080,109.28,90826.49,146416.65,3296.35,65450.20,13.04,22.20,0.00,88.50,693.59,89.41,91.78,2259.369966606651
21,15,13107949568,1080,267.42,106044.37,218694.38,4874.48,152215.71,1.99,21.63,0.00,84.30,693.39,87.14,92.43,1380.586201659711
21,15,13107949568,1080,342.30,115651.77,265244.00,6490.43,200637.67,2.97,22.18,0.00,89.56,691.06,88.99,91.80,1903.5266538896333
21,15,13107949568,1080,420.79,122775.09,300952.52,6992.86,246265.67,2.47,22.04,0.00,86.38,689.07,87.75,91.88,1924.0795643750844
22,15,13107949568,1080,422.65,120907.79,298892.18,7367.09,247946.82,1.63,21.43,0.00,85.74,681.63,84.23,91.80,1566.3851246074353
22,15,13107949568,1080,264.12,104300.02,226024.36,6190.14,165172.95,4.89,21.61,0.00,86.69,686.56,84.21,91.96,2149.430832876405
22,15,13107949568,1080,385.06,115860.90,274776.91,6950.82,219082.82,4.57,21.30,0.00,84.21,683.48,86.12,91.87,2492.7714910189743
23,15,13107949568,1080,529.65,124775.33,342233.78,6894.13,304347.39,1.98,20.68,0.00,83.17,668.76,82.79,92.00,1931.9821083391507
23,15,13107949568,1080,426.33,118050.79,296051.17,6135.26,253766.48,3.83,20.34,0.00,87.18,677.65,82.83,91.40,2406.640536852107
23,15,13107949568,1080,440.00,119911.62,298133.39,7799.52,248964.70,2.93,19.42,0.00,82.53,662.89,85.39,91.89,2146.854135734232
24,15,13107949568,1080,238.69,91454.13,196011.12,4500.38,144367.08,7.70,20.11,0.00,83.70,661.68,78.68,90.75,2514.089371969124
24,15,13107949568,1080,581.55,129689.02,361858.33,7798.04,331203.29,2.56,20.45,0.00,82.34,650.78,78.38,89.34,2294.9327060885576
24,15,13107949568,1080,579.08,131922.50,365433.25,8270.12,332606.54,1.27,19.76,0.00,86.40,654.93,84.48,91.76,1612.8172672718417
25,15,13107949568,1080,740.02,144875.30,430449.72,10242.72,412937.32,2.70,19.20,0.00,81.00,628.30,72.02,88.59,2464.2090660597864
25,15,13107949568,1080,1519.67,159283.21,636479.88,4990.36,619842.28,1.30,17.86,0.00,78.89,635.29,74.98,90.48,2451.188120853765
25,15,13107949568,1080,1967.59,209897.14,867919.84,7966.52,867499.88,2.21,19.08,0.00,79.44,647.58,74.52,90.16,2463.0721646800016
26,15,13107949568,1080,662.79,115665.24,349918.00,4537.62,318661.19,3.60,18.35,0.00,78.72,637.71,68.86,89.20,2367.769480781128
26,15,13107949568,1080,269.74,94205.30,208828.46,6342.00,165910.73,3.19,18.05,0.00,79.36,647.37,78.34,91.41,1754.8103717084562
26,15,13107949568,1080,245.98,92028.65,199394.04,4332.35,161335.27,4.42,18.42,0.00,83.40,631.89,75.56,89.51,1963.9922711990268
